question;a;b;c;answer;file;level;points;category;box
W jakich okolicznoúciach ≥adunek wystajπcy z ty≥u przyczepy ciπgniÍtej przez ciπgnik rolniczy powinien byÊ oznakowany?;Jeøeli wystaje ponad 0,5 metra poza tylnπ p≥aszczyznÍ obrysu pojazdu.;Zawsze.;Wy≥πcznie podczas jazdy po drodze twardej.;A;4C1B29_.jpg;1;3;T;T6
KtÛry sposÛb oznakowania ≥adunku jest dozwolony, gdy wystaje on z ty≥u przyczepy ciπgniÍtej przez ciπgnik rolniczy?;Chorπgiewkπ barwy pomaraÒczowej.;Pasami bia≥ymi i czerwonymi umieszczonymi bezpoúrednio na ≥adunku - przy dobrej widocznoúci.;Tylko úwiat≥em odblaskowym.;B;4C1B28_.jpg;1;3;T;T6
KtÛry z dokumentÛw masz obowiπzek mieÊ przy sobie, kierujπc ciπgnikiem rolniczym?;UmowÍ ubezpieczenia autocasco.;Prawo jazdy odpowiedniej kategorii.;FakturÍ zakupu pojazdu.;B;;1;1;T;T7
Co stwierdza dowÛd rejestracyjny przyczepy?;Dopuszczenie jej do ruchu na drogach publicznych.;MoøliwoúÊ jej sprzÍgniÍcia z kaødym pojazdem.;Jjej sprawnoúÊ w ca≥ym okresie uøytkowania.;A;;1;1;T;T7
KtÛry z tych obowiπzkÛw dotyczy w≥aúciciela ciπgnika rolniczego?;Ubezpieczenie pojazdu w zakresie NW.;Zawiadomienie starosty w ciπgu 30 dni o sprzedaøy pojazdu.;Dokonywanie napraw ciπgnika tylko w autoryzowanym serwisie.;B;4C208_.jpg;1;1;T;T7
W ktÛrym z przypadkÛw policjant zatrzyma prawo jazdy kierujπcemu ciπgnikiem?;Gdy pojazd nie zosta≥ poddany badaniu technicznemu w wyznaczonym terminie.;Gdy up≥ynπ≥ termin waønoúci prawa jazdy.;Gdy pojazd nie jest ubezpieczony w zakresie AC.;B;;1;1;T;T7
Do kierowania ktÛrym z pojazdÛw uprawnia prawo jazdy kategorii T?;Samochodem ciÍøarowym.;Ciπgnikiem rolniczym lub pojazdem wolnobieønym.;Pojazdem samochodowym o masie w≥asnej do 550 kg, z wyjπtkiem motocykla.;B;;1;1;T;T7
Do kierowania ktÛrym z pojazdÛw uprawnia prawo jazdy kategorii T?;Ciπgnikiem rolniczym z dwiema przyczepami.;Ciπgnikiem balastowym.;Kaødym motocyklem.;A;;1;1;T;T7
Jaki obowiπzek ma w≥aúciciel ciπgnika rolniczego, ktÛry sprzeda≥ pojazd?;ZwrÛciÊ dowÛd rejestracyjny do urzÍdu.;PrzekazaÊ nowemu w≥aúcicielowi dowoÛd rejestracyjny.;ZwrÛciÊ tablice rejestracyjne do urzÍdu.;B;;1;1;T;T7
KtÛry z wymienionych czynnikÛw w najwiÍkszym stopniu decyduje o d≥ugoúci drogi zatrzymania ciπgnika rolniczego podczas awaryjnego hamowania?;Rodzaj i stan nawierzchni oraz warunki atmosferyczne.;Masa kierujacego ciagnikiem.;Dopuszczalna masa ca≥kowita ciπgnika.;A;4B101_.jpg;1;3;T;T3
KtÛry z wymienionych czynnikÛw powinieneú, przede wszystkim, uwzglÍdniÊ dostosowujπc podczas jazdy odleg≥oúÊ od pojazdu jadπcego przed Tobπ?;Rodzaj nawierzchni i warunki panujπce na drodze.;Wy≥πcznie si≥Í bocznego wiatru.;Wy≥πcznie natÍøenie ruchu drogowego.;A;;1;3;T;T3
Od ktÛrego z wymienionych czynnikÛw, zaleøy przyczepnoúÊ opon ciπgnika rolniczego do nawierzchni jezdni?;Od masy przewoøonego pasaøera.;Od mocy silnika.;Od rodzaju i stanu nawierzchni jezdni.;C;4B104_.jpg;1;3;T;T3
KtÛry z wymienionych czynnikÛw, wp≥ywa na wyd≥uøenie drogi hamowania ciπgnika rolniczego?;Zmniejszenie przyczepnoúci opon do jezdni.;ZwiÍkszenie przyczepnoúci opon do jezdni.;Jazda pod gÛrÍ.;A;4B105_.jpg;1;3;T;T3
Jaki wp≥yw na d≥ugoúÊ drogi hamowania, ma zawilgocenie jezdni spowodowane deszczem?;Skraca drogÍ hamowania.;Wyd≥uøa drogÍ hamowania.;Droga hamowania jest niezaleøna od stanu jezdni.;B;4B107_.jpg;1;3;T;T3
Jaka moøe byÊ minimalna odleg≥oúÊ miÍdzy jadπcymi kolumnami ciπgnikÛw rolniczych?;50 metrÛw.;100 metrÛw.;200 metrÛw.;C;;1;3;T;T3
Ile metrÛw odstÍpu od pojazdu poprzedzajπcego masz obowiπzek zachowaÊ podczas zatrzymania w tunelu wynikajπcego z warunkÛw ruchu?;Co najmniej 5 metrÛw.;Co najmniej 10 metrÛw.;Co najmniej 15 metrÛw.;A;;1;3;T;T3
Jakich úwiate≥ nie naleøy uøywaÊ podczas jazdy ciπgnikiem rolniczym w gÍstej mgle?;Mijania.;Drogowych.;Przeciwmg≥owych tylnych.;B;;1;2;T;T4
W ktÛrym przypadku masz obowiπzek dawaÊ krÛtkotrwa≥e sygna≥y düwiÍkowe podczas jazdy ciπgnikiem rolniczym we mgle?;W czasie omijania poza obszarem zabudowanym.;W czasie wymijania poza obszarem zabudowanym.;W czasie omijania na obszarze zabudowanym.;A;;1;2;T;T4
Czy w tej sytuacji wolno Ci zachowaÊ 0,5 metra odstÍpu miÍdzy Twoim pojazdem a wyprzedzanym rowerzystπ?;;;;N;1B359_.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W17
Czy dopuszczalne jest w≥πczenie úwiate≥ awaryjnych w pojeüdzie holujπcym?;;;;N;1C127_.jpg;0;1;B,C,D,T,B1,C1,D1;W19
Czy szukajπc osÛb, ktÛre mog≥y zostaÊ ranne w wypadku drogowym, masz obowiπzek sprawdziÊ wszystkie przestrzenie rozbitego pojazdu, ≥πcznie z bagaønikiem?;;;;T;1C171_.jpg;0;1;B,C,D,B1,C1,D1;W19
Czy powinieneú, bez wczeúniejszego wezwania pomocy, rozpoczπÊ resuscytacjÍ potrzebujπcej jej osoby rannej, gdy jesteú sam na miejscu wypadku drogowego?;;;;N;1C180_.jpg;0;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W19
Czy zg≥aszajπc wypadek drogowy na numer alarmowy s≥uøb ratunkowych powinieneú udostÍpniÊ swoje dane identyfikacyjne?;;;;T;1C182_.jpg;0;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W19
Czy przykrycie kocem termoizolacyjnym odwrÛconym na wierzch z≥otπ stronπ chroni osobÍ rannπ w wypadku drogowym przed utratπ ciep≥a?;;;;T;1C192_.jpg;0;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W19
Czy osobÍ rannπ, ktÛra odzyska≥a oddech, ale jest nieprzytomna, naleøy u≥oøyÊ w pozycji bocznej ustalonej?;;;;T;1C195_.jpg;0;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W19
Czy wolno Ci polewaÊ oparzenie zimnπ wodπ?;;;;T;1C1111_.jpg;0;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W19
Czy wolno Ci po≥oøyÊ bezpoúrednio na ranÍ kompres z wyja≥owionej gazy?;;;;T;1C1124_.jpg;0;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W19
Czy zaøywanie lekÛw nasennych i uspokajajπcych moøe mieÊ negatywny wp≥yw na zdolnoúÊ prowadzenia pojazdu?;;;;T;1C207_.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W20
Czy rozmieszczone w taki sposÛb ozdoby, ograniczajπ widocznoúÊ drogi i rozpraszajπ uwagÍ kierujπcego?;;;;T;1C252_.jpg;0;2;B,C,D,B1,C1,D1;W20
Czy zaúnieøone szyby lub lusterka samochodu, ktÛrym zamierzasz kierowaÊ, utrudniajπ ocenÍ sytuacji na drodze?;;;;T;1C253_.jpg;0;2;B,C,D,T,B1,C1,D1;W20
KtÛrej z wymienionych reakcji motoroweru moøesz spodziewaÊ siÍ, gdy podczas ruszania znacznie zwiÍkszysz obroty silnika i nagle zwolnisz düwigniÍ sprzÍg≥a?;Gwa≥townego ruszenia pojazdu.;Gwa≥townego podniesienia tylnego ko≥a.;ZgaúniÍcie silnika.;A;;1;2;AM;A6
Czy rano powinieneú zrezygnowaÊ z kierowania pojazdem, jeúli wieczorem poprzedniego dnia spoøy≥eú duøπ iloúÊ alkoholu?;;;;T;1C208_1.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W20
KtÛry z przedmiotÛw stanowi obowiπzkowe wyposaøenie autobusu uøywanego w komunikacji miejskiej?;Ogumione ko≥o zapasowe.;Apteczka doraünej pomocy.;TrÛjkπt ostrzegawczy.;C;6A202_1.jpg;1;2;D;D2
W ktÛrym przypadku pasy bezpieczeÒstwa sπ zapiÍte prawid≥owo?;Gdy przylegajπ do szyi.;Gdy sπ w ogÛle zapiÍte, niezaleønie od sposobu przylegania do cia≥a.;Gdy przylegajπ do cia≥a poniøej szyi.;C;6A207_1.jpg;1;2;D;D2
Ile osÛb wolno Ci przewoziÊ autobusem przegubowym komunikacji miejskiej?;Nie wiÍcej niø ich liczba okreúlona przez przewoünika.;Nie wiÍcej niø liczba miejsc okreúlonych w dowodzie rejestracyjnym.;Tyle, ile siÍ faktycznie zmieúci w pojeüdzie, pod warunkiem, øe jego drzwi moøna zamknπÊ.;B;;1;2;D,D1;D2
W jakim celu uøywa siÍ hamulca przystankowego w autobusie?;Do zatrzymania pojazdu podczas jazdy w sytuacji awaryjnej.;Do unieruchomienia pojazdu na przystanku.;Wy≥πcznie do unieruchomienia pojazdu podczas d≥uøszego postoju.;B;6C1A09_1.jpg;1;2;D;D2
Ile wynosi maksymalny ≥πczny czas prowadzenia autobusu w ciπgu dwÛch kolejnych tygodni?;100 godzin.;90 godzin.;Jest okreúlony wy≥πcznie umowπ o pracÍ.;B;;1;3;D,D1;D3
Rekompensatπ za skrÛcony tygodniowy okres odpoczynku kierowcy jest dodatkowy odpoczynek, ktÛry powinien wykorzystaÊ:;w kilku czÍúciach.;w dwÛch rÛwnych czÍúciach.;jednorazowo.;C;;1;3;D,D1;D3
Wykonujesz autobusem przewÛz drogowy. Jaki okres muszπ obejmowaÊ dokumentujπce Twojπ aktywnoúÊ wykresÛwki, zapisy odrÍczne i wydruki, ktÛre masz obowiπzek mieÊ przy sobie?;DzieÒ bieøπcy i poprzednie 45 dni.;DzieÒ bieøπcy i poprzednie 28 dni.;Bieøπcy i poprzedni miesiπc.;B;6A3A09_1.jpg;1;3;D,D1;D3
Jak d≥ugi okres odpoczynku musi wykorzystaÊ kierowca jako rekompensatÍ za skrÛcony tygodniowy okres odpoczynku, ktÛry trwa≥ 24 godziny?;15 godzin.;21 godzin.;25 godzin.;B;;1;3;D,D1;D3
Kierujesz autobusem. KtÛry z wymienionych czynnikÛw powinieneú uwzglÍdniÊ przede wszystkim przy ustalaniu odstÍpu od jadπcego przed Tobπ pojazdu?;NatÍøenie ruchu.;LiczbÍ przewoøonych pasaøerÛw.;Warunki atmosferyczne i stan nawierzchni.;C;;1;3;D,D1;D4
O ile razy wyd≥uøy siÍ droga hamowania, jeøeli dwukrotnie zwiÍkszysz prÍdkoúÊ autobusu, ktÛrym kierujesz?;O dwa razy.;O cztery razy.;O szeúÊ razy.;B;6B104_1.jpg;1;3;D,D1;D4
W ktÛrym z wymienionych przypadkÛw masz obowiπzek dawaÊ krÛtkotrwa≥e sygna≥y düwiÍkowe podczas jazdy autobusem we mgle?;W czasie wyprzedzania na obszarze zabudowanym.;W czasie wyprzedzania poza obszarem zabudowanym.;W czasie omijania na obszarze zabudowanym.;B;6B204_1.jpg;1;2;D,D1;D5
Co moøe byÊ przyczynπ niew≥aúciwej oceny sytuacji na drodze przez kierujπcego autobusem?;Jazda z ma≥π prÍdkoúciπ.;Duøe natÍøenie ruchu.;Bardzo z≥e warunki atmosferyczne.;C;;1;2;D,D1;D5
W jakiej sytuacji masz prawo uøywaÊ tylnych úwiate≥ przeciwmg≥owych, gdy kierujesz autobusem?;W deszczu, niezaleønie od tego, na jakπ odleg≥oúÊ ograniczona jest widocznoúÊ.;We mgle ograniczajπcej widocznoúÊ na odleg≥oúÊ mniejszπ niø 50 metrÛw.;Przy opadach úniegu ograniczajπcych widocznoúÊ na odleg≥oúÊ 100 metrÛw.;B;;1;2;D,D1;D5
W jakiej sytuacji masz obowiπzek prze≥πczyÊ úwiat≥a drogowe na úwiat≥a mijania, gdy kierujesz autobusem?;Gdy widzisz na poboczu úwiat≥a pozycyjne zaparkowanego pojazdu.;Gdy widzisz zbliøajπcy siÍ pojazd nadjeødøajπcego z przeciwka.;Gdy widzisz pieszego idπcego w tym samym kierunku, w ktÛrym jedziesz.;B;;1;2;D,D1;D5
W jakiej sytuacji powinieneú uøywaÊ zwalniacza prÍdkoúci podczas jazdy autobusem w terenie gÛrzystym?;Zawsze podczas hamowania.;Tylko na zakrÍtach.;Tylko podczas dojeødøania do wierzcho≥ka wzniesienia.;A;;1;2;D,D1;D5
W jakiej sytuacji system ABS moøe byÊ nieskuteczny podczas hamowania autobusu?;W czasie jazdy w deszczu.;W czasie jazdy po licznych nierÛwnoúciach drogi.;W czasie jazdy na suchej nawierzchni jezdni.;B;;1;2;D,D1;D5
W jakiej pozycji powinieneú ustawiÊ fotel kierowcy, przygotowujπc siÍ do jazdy autobusem?;Zawsze jak najwyøej, bo wtedy lepiej widaÊ jezdniÍ bezpoúrednio przed pojazdem.;W takiej pozycji wzglÍdem urzπdzeÒ sterujπcych, by peda≥ sprzÍg≥a wciskaÊ lekko ugiÍtπ nogπ.;W kaødym przypadku jak najdalej od kierownicy, zapewniajπc sobie wygodÍ.;B;;1;3;D,D1;D6
Co powinieneú widzieÊ we w≥aúciwie ustawionym lusterku zewnÍtrznym kierujπc autobusem?;Tylko obszar przestrzeni obok pojazdu.;Tylko obszar przestrzeni za pojazdem.;Fragment boku pojazdu i odpowiedni do strony pojazdu obszar przestrzeni za nim.;C;;1;3;D,D1;D6
W jaki sposÛb powinieneú zwiÍkszaÊ prÍdkoúÊ jazdy autobusu, chcπc jechaÊ ekonomicznie?;Tak dobierajπc bieg, aby wskazÛwka obrotomierza po zmianie biegu na wyøszy, nie spada≥a poniøej zakresu zielonego pola.;Jak najszyciej osiπgajπc maksymalne prÍdkoúci na kaødym biegu.;Zmieniajπc kolejno biegi wtedy, gdy wskazÛwka obrotomierza wychyla siÍ do maksimum.;A;;1;3;D,D1;D6
KtÛry ze sposobÛw zatrzymania autobusu przed skrzyøowaniem na jezdni suchej jest w≥aúciwy?;WciúniÍcie peda≥u sprzÍg≥a, a nastÍpnie hamulca.;Jednoczeúne wciúniÍcie peda≥u sprzÍg≥a i hamulca.;WciúniÍcie peda≥u hamulca, a w koÒcowej fazie hamowania - peda≥u sprzÍg≥a.;C;;1;3;D,D1;D6
W ktÛrym z wymienionych przypadkÛw, uzyskuje siÍ najwiÍkszπ skutecznoúÊ hamowania autobusu przy pomocy hamulca silnikowego?;Przy niskich obrotach silnika.;Przy wysokich obrotach silnika.;Przy ma≥ej prÍdkoúci autobusu.;B;6B306_1.jpg;1;3;D,D1;D6
KtÛrπ z wymienionych czynnoúci powinieneú wykonaÊ, aby rozpoczπÊ hamowanie silnikiem?;W≥πczyÊ wyøszy bieg, aby silnik mia≥ niskie obroty.;"W≥πczyÊ bieg neutralny (""luz"").";ZredukowaÊ bieg na niøszy, aby wzros≥y obroty silnika.;C;;1;3;D,D1;D6
KtÛre z wymienionych czynnoúci powinieneú wykonaÊ, hamujπc gwa≥townie autobusem w sytuacji awaryjnej?;Najpierw hamowaÊ retarderem, a potem hamulcem zasadniczym.;Najpierw wcisnπÊ sprzÍg≥o, a potem hamulec zasadniczy.;WcisnπÊ jednoczeúnie peda≥ hamulca i sprzÍg≥a do oporu i kontrolowaÊ tor ruchu pojazdu;C;;1;3;D,D1;D6
KtÛrπ z wymienionych funkcji spe≥nia w autobusie retarder?;ZwiÍksza prÍdkoúÊ.;Stabilizuje tor jazdy na úliskiej drodze.;Zapewnia sta≥e hamowanie pojazdu na d≥ugotrwa≥ych zjazdach.;C;;1;2;D,D1;D7
KtÛrej z wymienionych czynnoúci nie wolno Ci wykonywaÊ podczas przewoøenia pasaøerÛw autobusem?;Spoøywania pokarmÛw.;Prowadzenia rozmÛw telefonicznych w sposÛb niewymagajπcy trzymania s≥uchawki lub mikrofonu w rÍku.;S≥uchania radia.;A;;1;2;D,D1;D7
Ile osÛb, maksymalnie, wolno Ci przewoziÊ autobusem turystycznym?;Tyle, ile jest w autobusie miejsc siedzπcych, bez uwzglÍdnienia liczby miejsc stojπcych.;Tyle, ile wynosi liczba miejsc siedzπcych i stojπcych okreúlonych w dowodzie rejestracyjnym autobusu..;Tyle, ile siÍ zmieúci wewnπtrz autobusu, o ile moøliwe jest zamkniÍcie drzwi.;B;;1;2;D,D1;D7
KtÛry element wyposaøenia pojazdu, umoøliwia sprawdzenie poziomu p≥ynu ch≥odzπcego?;Ch≥odnica.;Zbiornik wyrÛwnawczy.;Komora termostatu.;B;4C304_1.jpg;1;1;T;T8
KtÛry z wymienionych czynnikÛw, moøe byÊ przyczynπ zmniejszenia poziomu p≥ynu w uk≥adzie ch≥odzenia?;Praca silnika na wysokich obrotach.;NieszczelnoúÊ uk≥adu ch≥odzenia.;Uszkodzenie paska napÍdu pompy wody.;B;4C305_1.jpg;1;1;T;T8
Czy poziom oleju w silniku ciπgnika rolniczego powinieneú sprawdzaÊ natychmiast po unieruchomieniu silnika?;Tak.;Nie, naleøy odczekaÊ okres wskazany przez producenta pojazdu w instrukcji obs≥ugi.;Nie, zawsze naleøy odczekaÊ godzinÍ.;B;4C306_1.jpg;1;1;T;T8
W ktÛrej z wymienionych sytuacji nie naleøy uruchamiaÊ silnika w ciπgniku rolniczym?;W trakcie duøych opadÛw deszczu.;Jeøeli poziom oleju w silniku jest poniøej znaku minimum na wskaüniku.;Jeøeli zbiornik paliwa nie jest ca≥kowicie nape≥niony.;B;4C311_1.jpg;1;1;T;T8
O w≥πczeniu ktÛrych z wymienionych úwiate≥ informuje lampka kontrolna wskazana na zdjÍciu?;åwiate≥ cofania.;åwiate≥ awaryjnych.;åwiate≥ pozycyjnych.;C;4C316_1.jpg;1;1;T;T8
O czym informuje úwiecπca siÍ lampka kontrolna, wskazana na zdjÍciu czerwonπ strza≥kπ?;O zbyt ma≥ym ciúnieniu powietrza w ko≥ach.;O zaciπgniÍtej düwigni hamulca awaryjnego.;O w≥πczonej blokadzie tylnego mostu.;B;4C321_1.jpg;1;1;T;T8
W jaki sposÛb powinieneú opatrzyÊ silnie krwawiπcπ ranÍ, by powstrzymaÊ krwawienie?;Za≥oøyÊ opatrunek uciskowy.;PolaÊ ranÍ jodynπ lub gencjanπ.;Za≥oøyÊ zwyk≥y opatrunek np. z gazy lub bandaøa..;A;;1;3;T;T9
W ktÛrej z wymienionych sytuacji powinieneú zdecydowaÊ siÍ na wydostanie rannego z rozbitego pojazdu przed przybyciem s≥uøb ratowniczych, jeúli masz podstawy sπdziÊ, øe dozna≥ on urazu krÍgos≥upa?;Gdy øπda tego ratowana osoba.;Gdy istnieje zagroøenie dla øycia rannego.;Gdy øπda tego rodzina osoby rannej.;B;4D1A86_1.jpg;1;3;T;T9
KtÛrego z wymienionych úrodkÛw nie wolno Ci uøywaÊ do przemywania rany?;Spirytusu salicylowego.;Zwyk≥ej wody.;Wody utlenionej.;A;4D1A90_1.jpg;1;3;T;T9
KtÛrej z wymienionych czynnoúci nie naleøy wykonaÊ przy przeciwdzia≥aniu krwotokowi z nosa?;Przechylanie g≥owy rannego do ty≥u.;Pochylanie g≥owy rannego do przodu.;K≥adzenie zimnego kompresu na kark rannego.;A;;1;3;T;T9
W jaki sposÛb powinieneú opatrzyÊ rannego, u ktÛrego wystπpi≥ krwotok z przedramienia?;Za≥oøyÊ ja≥owy opatrunek na ranÍ, zabandaøowaÊ jπ i docisnπÊ dodatkowo np. rolkπ bandaøa, po czym podnieúÊ koÒczynÍ do gÛry.;PrzesiπkniÍte krwiπ opatrunki zdjπÊ i zastπpiÊ nowymi.;Gdy poszkodowany jest przytomny, zostawiÊ go, aby sam udzieli≥ sobie pomocy.;A;;1;3;T;T9
Przy podejrzeniu z≥amania koÒczyny powinieneú unieruchomiÊ u rannego:;wy≥πcznie najbliøszy miejscu z≥amania staw.;wy≥πcznie samo miejsce z≥amania.;miejsce z≥amania oraz dwa sπsiadujπce ze sobπ stawy (poniøej i powyøej miejsca z≥amania);C;;1;3;T;T9
W jaki sposÛb naleøy postπpiÊ w przypadku gdy poszkodowany uleg≥ oparzeniu?;PosmarowaÊ miejsce oparzenia t≥uszczem.;Szczelnie miejsce oparzenia zabandaøowaÊ.;Sch≥odziÊ miejsce oparzenia wodπ.;C;;1;3;T;T9
W ktÛrej z wymienionych sytuacji powinieneú przerwaÊ resuscytacjÍ krπøeniowo-oddechowπ?;Gdy ranny zacznie smodzielnie oddychaÊ.;Zawsze po 30 minutach.;Gdy zobaczysz nadjeødøajπcy ambulans s≥uøb medycznych.;A;4D1A106_1.jpg;1;3;T;T9
Jak ustawisz fotel kierujπcego przed rozpoczÍciem jazdy pojazdem?;PrzysunÍ jak najbliøej kierownicy.;Tak, aby zapewniÊ sobie pionowπ pozycjÍ.;OdsunÍ jak najdalej do ty≥u, tak jednak, abym lewπ nogπ mÛg≥ swobodnie wcisnπÊ peda≥ sprzÍg≥a.;C;2B403_1.jpg;1;2;B,B1;B6
KtÛry bieg jest w≥aúciwy do rozpoczÍcia jazdy samochodem osobowym na suchej nawierzchni?;Drugi.;Pierwszy.;Ten, na ktÛrym jazda zosta≥a zakoÒczona.;B;;1;2;B;B6
Co widzi kierujπcy w dobrze ustawionym lusterku zewnÍtrznym samochodu osobowego?;Tylko obszar przestrzeni obok pojazdu.;Tylko obszar przestrzeni za pojazdem.;Fragment boku pojazdu i odpowiedni do strony pojazdu obszar przestrzeni za nim.;C;2B409_1.jpg;1;2;B;B6
KtÛrπ z wymienionych technik hamowania awaryjnego naleøy zastosowaÊ w samochodzie osobowym wyposaøonym w uk≥ad ABS?;Szybko i mocno wcisnπÊ peda≥ hamulca.;Delikatnie wcisnπÊ peda≥ hamulca, stopniowo zwiÍkszajπc nacisk, aø zadzia≥a uk≥ad ABS.;HamowaÊ pulsacyjnie.;A;2B410_1.jpg;1;2;B;B6
Czy w przedstawionej sytuacji naleøy zwiÍkszyÊ odstÍp podczas omijania tych pojazdÛw?;;;;T;AK_D08-03_21_org_2.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W13
Jak powinieneú postπpiÊ, gdy w nogÍ rannego w wypadku wbite jest cia≥o obce (np. drut, patyk, nÛø)?;WyjπÊ cia≥o obce z nogi, opatrzyÊ ranÍ, wezwaÊ pomoc.;Nie wyjmowaÊ cia≥a obcego, nie dotykaÊ rany, wezwaÊ pomoc.;Nie wyjmowaÊ cia≥a obcego, zabezpieczyÊ ranÍ przez unieruchomienie cia≥a obcego, wezwaÊ pomoc.;C;;1;3;T;T9
W jakich warunkach drogowych technika hamowania silnikiem jest szczegÛlnie zalecana podczas jazdy ciπgnikiem rolniczym?;Na úliskiej nawierzchni.;Tylko podczas jazdy w gÛrach.;Tylko podczas jazdy w grzπskim terenie.;A;;1;3;T;T5
KtÛrej z wymienionych technik hamowania naleøy uøyÊ, w celu znacznego zmniejszenia prÍdkoúci jazdy ciπgnika rolniczego, na bardzo úliskiej nawierzchni?;HamowaÊ silnikiem.;HamowaÊ hamulcem przy wy≥πczonym sprzÍgle.;ZmieniÊ bieg na wyøszy.;A;;1;3;T;T5
Czy podczas zjeødøania ze wzniesienia ciπgnikiem rolniczym naleøy wy≥πczyÊ bieg?;Nie.;Tak, na ca≥ej d≥ugoúci wzniesienia.;Tak, ale tylko na odcinku nieprzekraczajπcym 200 metrÛw.;A;;1;3;T;T5
W jaki sposÛb, dwukrotne zwiÍkszenie prÍdkoúci motocykla, wp≥ywa na d≥ugoúÊ jego drogi hamowania?;ZwiÍksza dwukrotnie d≥ugoúÊ drogi hamowania.;ZwiÍksza czterokrotnie d≥ugoúÊ drogi hamowania.;Nie powoduje zmiany d≥ugoúci drogi hamowania.;B;;1;3;A,A1,A2;A3
Czy zajmowanego pasa ruchu wolno Ci skrÍcic w prawo?;;;;N;IMG_9330orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy masz prawo przewoziÊ samochodem ciÍøarowym ≥adunek sypki, gdy wysokoúÊ tego pojazdu wraz z ≥adunkiem wynosi 4,5 m?;Tak, ale wy≥πcznie na autostradzie.;Tak, na wszystkich drogach poza obszarem zabudowanym.;Nie, jest to zabronione na wszystkich drogach.;C;;1;2;C,C1;C2
Przewozisz samochodem ciÍøarowym o szerokoúci 2,55 m ≥adunek o szerokoúci 3 m. Na jakπ maksymalnπ odleg≥oúÊ moøe on wystawaÊ z jednej strony pojazdu?;45 cm.;25 cm.;23 cm.;C;;1;2;C,C1;C2
Jakiej wartoúci nie moøe przekraczaÊ nacisk pojedynczej osi nienapÍdowej?;8 ton.;10 ton.;7 ton.;B;;1;2;C,C1;C2
Czy przejazd zespo≥u pojazdÛw sk≥adajπcego siÍ z samochodu ciÍøarowego i dwÛch przyczep wymaga zezwolenia?;Nie, nie wymaga zezwolenia, niezaleønie od przewoøonego ≥adunku.;Nie, nie wymaga zezwolenia, jeøeli w przyczepach nie jest przewoøony ≥adunek.;Tak wymaga zezwolenia.;C;;1;2;C,C1;C2
Na jakπ odleg≥oúÊ nie moøe z przodu wystawaÊ przewoøony ≥adunek?;WiÍkszπ niø 0,23 m od przedniej p≥aszczyzny jego obrysu i wiÍkszπ niø 1 m od siedzenia dla kierujπcego.;WiÍkszπ niø 0,5 m od przedniej p≥aszczyzny jego obrysu i wiÍkszπ niø 1 m od siedzenia dla kierujπcego.;WiÍkszπ niø 0,5 m od przedniej p≥aszczyzny jego obrysu i wiÍkszπ niø 1,5 m od siedzenia dla kierujπcego.;C;;1;2;C,C1;C2
W jaki sposÛb wolno Ci wykorzystaÊ skrÛcony dzienny okres odpoczynku?;raz w tygodniu.;trzy razy w kaødym tygodniu.;trzy razy pomiÍdzy dwoma tygodniowymi okresami odpoczynku.;C;;1;3;C,C1;C3
Jak d≥ugo powinien trwaÊ regularny tygodniowy okres odpoczynku kierujπcego samochodem ciÍøarowym, wykonujπcego przewozy drogowe?;Co najmniej 24 godziny.;Co najmniej 45 godzin.;Co najmniej 36 godzin.;B;;1;3;C,C1;C3
W jakiej pozycji powinien byÊ ustawiony prze≥πcznik tachografu gdy nadzorujesz roz≥adunek swojego pojazdu ?;"""inna praca"".";"""okres gotowoúci"".";"""przerwa w pracy"".";A;;1;3;C,C1;C3
KtÛry z wymienionych czynnikÛw nie ma bezpoúredniego wp≥ywu na d≥ugoúÊ drogi hamowania samochodu ciÍøarowego?;Rodzaj nawierzchni jezdni.;SposÛb hamowania.;Niewielka masa przewoøonego ≥adunku.;C;;1;3;C,C1;C4
KtÛry czynnik masz obowiπzek uwzglÍdniÊ, gdy kierujπc samochodem ciÍøarowym, chcesz utrzymaÊ w≥aúciwy odstÍp od pojazdu, ktÛry jedzie przed Tobπ?;WysokoúÊ poprzedzajπcego pojazdu.;Oznakowanie poziome jezdni.;Warunki atmosferyczne.;C;;1;3;C,C1;C4
KtÛry czynnik ma najwiÍkszy wp≥yw na przyczepnoúÊ opony samochodu ciÍøarowego do pod≥oøa?;WielkoúÊ opony.;Moc silnika pojazdu.;Rodzaj i stan nawierzchni jezdni.;C;;1;3;C,C1;C4
